日期,代码,开盘价,收盘价,最高价,最低价,成交量,成交额
2026-01-12,IXIC,23576.877,23733.9043,23804.0449,23562.9688,7632100615,0
2026-01-12,DJI,49499.6719,49590.1992,49633.3516,49011.3086,516435511,0
2026-01-12,NDX,25616.8125,25787.6641,25850.8555,25602.5645,1091234492,0
