日期,代码,开盘价,收盘价,最高价,最低价,成交量,成交额
2026-01-23,INX,6907.8501,6915.6099,6932.96,6895.5,3228233542,0
2026-01-23,DJI,49264.5391,49098.7109,49265.4609,48963.0508,461034915,0
2026-01-23,NDX,25501.9121,25605.4668,25709.7422,25435.0215,1331081499,0
