日期,代码,开盘价,收盘价,最高价,最低价,成交量,成交额
2026-01-29,INX,6977.7402,6969.0098,6992.8398,6870.7998,4116060486,0
2026-01-29,IXIC,23830.9199,23685.1211,23840.5488,23232.7773,6948073261,0
2026-01-29,DJI,48938.2695,49071.5586,49292.8086,48597.2188,693044494,0
2026-01-29,NDX,26030.0801,25884.2949,26046.3359,25418.5449,1495511806,0
