日期,代码,开盘价,收盘价,最高价,最低价,成交量,成交额
2026-01-26,INX,6923.23,6950.23,6964.6602,6921.6001,2988481117,0
2026-01-26,NDX,25631.0098,25713.209,25797.0996,25578.7637,1109968925,0
2026-01-26,IXIC,23529.2754,23601.3574,23688.9395,23486.0801,6442619487,0
2026-01-26,DJI,49137.6484,49412.3984,49488.8086,49137.6484,454378950,0
