日期,代码,开盘价,收盘价,最高价,最低价,成交量,成交额
2026-02-27,DJI,49253.5703,48977.9219,49253.5703,48678.7812,811800907,0
2026-02-27,NDX,24808.0,24960.0352,24987.959,24747.252,1613121572,0
