日期,代码,开盘价,收盘价,最高价,最低价,成交量,成交额
2026-02-09,INX,6917.2598,6964.8198,6980.1001,6905.8701,3363942486,0
2026-02-09,IXIC,22952.2422,23238.6699,23314.6699,22878.3691,6627483295,0
2026-02-09,DJI,50047.7891,50135.8711,50219.3984,49837.4492,623640099,0
2026-02-09,NDX,24953.6836,25268.1406,25337.543,24876.2793,1371095256,0
