日期,代码,开盘价,收盘价,最高价,最低价,成交量,成交额
2026-03-13,INX,6673.4902,6632.1899,6733.2998,6623.9199,2964237203,0
2026-03-13,NDX,24660.1934,24380.7344,24786.6543,24336.5254,923057765,0
2026-03-13,IXIC,22425.7051,22105.3594,22521.377,22069.2363,5913529524,0
2026-03-13,DJI,46689.2383,46558.4688,47123.9883,46494.6289,453256742,0
