日期,代码,开盘价,收盘价,最高价,最低价,成交量,成交额
2026-07-01,INX,7478.8398,7483.23,7521.8101,7449.6299,3687282528,0
2026-07-01,NDX,29914.2812,29809.1328,30084.7812,29787.4082,1500228830,0
2026-07-01,DJI,52231.1797,52305.2383,52742.6602,52026.6406,627339226,0
