日期,代码,开盘价,收盘价,最高价,最低价,成交量,成交额
2026-07-15,NDX,29759.8047,29502.5957,29771.8867,29192.8887,1122160524,0
2026-07-15,IXIC,26261.1836,26269.2266,26316.8145,26041.127,5595262189,0
2026-07-15,DJI,52604.1992,52658.6406,52823.9492,52428.5391,508443319,0
