日期,代码,开盘价,收盘价,最高价,最低价,成交量,成交额
2026-07-22,INX,7497.4702,7498.96,7525.9399,7485.8501,2989299701,0
2026-07-22,NDX,28949.8086,28998.0996,29176.9141,28934.5156,932931609,0
2026-07-22,IXIC,25693.7188,25690.9023,25841.3066,25681.3242,5908559678,0
2026-07-22,DJI,52287.1406,52218.5781,52511.2109,52148.8711,449101175,0
