日期,代码,开盘价,收盘价,最高价,最低价,成交量,成交额
2026-06-17,INX,7524.5,7420.1001,7532.1699,7402.6099,3339473039,0
2026-06-17,NDX,30160.7422,29670.9473,30208.9434,29604.9336,1261957291,0
2026-06-17,IXIC,26493.8242,26021.6562,26511.5547,25960.4102,10148024426,0
2026-06-17,DJI,51937.5586,51492.5508,52281.1914,51392.5781,496041891,0
