日期,代码,开盘价,收盘价,最高价,最低价,成交量,成交额
2026-06-11,INX,7287.6699,7394.2998,7412.6802,7257.3301,3527515621,0
2026-06-11,NDX,28731.1582,29446.1758,29506.6738,28548.498,1394977173,0
2026-06-11,IXIC,25309.7773,25809.6602,25846.5645,25109.3945,8631059588,0
2026-06-11,DJI,49972.0703,50848.75,50968.9492,49972.0703,518692354,0
