日期,代码,开盘价,收盘价,最高价,最低价,成交量,成交额
2026-05-21,INX,7410.7798,7445.7202,7465.96,7389.48,2962758208,0
2026-05-21,NDX,29150.1309,29357.2715,29463.4941,29040.0391,1022860600,0
2026-05-21,IXIC,26143.6152,26293.0977,26403.5742,26039.373,6880431092,0
2026-05-21,DJI,49983.8008,50285.6602,50381.4102,49697.4688,565800938,0
