日期,代码,开盘价,收盘价,最高价,最低价,成交量,成交额
2026-05-26,INX,7511.79,7519.1201,7539.0898,7501.1001,3046247598,0
2026-05-26,NDX,29854.582,30001.3184,30044.4902,29753.0859,1269780184,0
2026-05-26,IXIC,26590.5039,26656.1797,26725.293,26520.2988,8500509452,0
2026-05-26,DJI,50686.1484,50461.6797,50785.6797,50356.6406,530368489,0
