日期,代码,开盘价,收盘价,最高价,最低价,成交量,成交额
2026-04-21,INX,7122.6401,7064.0098,7137.27,7050.2002,2981757129,0
2026-04-21,NDX,26658.8535,26479.4707,26730.6367,26405.2969,1103806703,0
2026-04-21,IXIC,24465.3398,24259.9648,24537.582,24198.9961,8107865505,0
2026-04-21,DJI,49688.3711,49149.3789,49848.6914,49046.5391,476631324,0
